,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,ihTDbf,ilTDbf,volTDbf,mdvTDbf,msvTDbf,mdcTDbf,mscTDbf,iBID,tBID,prcBID,gcut,lcut,iASK0,tASK0,prcASK0,profit0,iASK1,tASK1,prcASK1,profit1,iASK2,tASK2,prcASK2,profit2,hname,profit
2162,20250226,457190,-0.009,0.029,-0.035,0.002,354,35,881093,456888,405986,7076,8638,54900,0.036,0.155,0.033,23,0,1435684,709726,706670,14933,16947,20,94100,61000,0.118,0.071,699,153000,60000,-0.01639,699,153000,60000,-0.01639,699,153000,60000,-0.01639,이수스페셜티케미컬,-0.01639
2161,20250226,011500,0.002,0.008,-0.034,0.007,8,147,1143057,638463,416199,7578,6912,19080,0.003,0.074,0.001,29,4,2041564,969482,1002334,11570,12529,135,103830,19980,0.073,0.05,699,153000,19230,-0.03754,699,153000,19230,-0.03754,634,144800,19180,-0.04004,한농화성,-0.03754
2160,20250225,452190,-0.029,-0.003,-0.06,-0.005,726,21,1561351,584425,510183,2580,2863,5840,0.08,0.137,0.06,16,3,4752732,2467686,2285046,13273,14621,7,93430,6480,0.073,0.05,317,120930,6160,-0.04938,456,131900,6090,-0.06019,312,120700,6220,-0.04012,한빛레이저,-0.04938
2159,20250225,413390,-0.008,0.25,-0.008,0.166,658,0,7306574,3637190,3460974,33664,37087,7450,0.03,0.04,-0.023,5,48,407503,256577,150926,1665,1051,22,94200,7560,0.065,0.05,699,153000,7770,0.02778,699,153000,7770,0.02778,454,131800,7260,-0.03968,엠오티,0.02778
2158,20250225,356890,0.124,0.299,0.066,0.299,198,76,4373013,2362717,1883804,12537,13513,4410,0.012,0.127,0.007,11,0,1211409,653555,557854,6432,7024,3,93230,4685,0.119,0.072,333,121730,4345,-0.07257,336,121900,4280,-0.08645,25,94330,4415,-0.05763,싸이버원,-0.07257
2157,20250225,352770,-0.009,0.3,-0.089,0.3,730,73,20611036,10820783,9233208,13400,14533,759,0.083,0.094,-0.026,18,2,3962105,2296583,1665522,2346,2323,376,123900,798,0.12,0.072,469,132530,740,-0.07268,699,153000,740,-0.07268,393,124730,876,0.09774,클리노믹스,-0.07268
2156,20250225,258610,-0.008,0.078,-0.021,0.011,18,4,39840,9361,29519,123,122,1411,-0.001,0.072,-0.001,2,0,5456,1310,2996,33,19,244,113300,1474,0.073,0.05,523,135230,1400,-0.0502,689,151530,1385,-0.06038,452,131700,1415,-0.04003,케일럼,-0.0502
2155,20250225,244460,0,0.289,-0.009,0.121,258,3,841263,420766,389082,2912,3341,2600,0.019,0.048,-0.017,7,23,19581,16042,3539,107,64,103,102230,2660,0.067,0.05,426,130400,2525,-0.05075,426,130400,2500,-0.06015,425,130330,2550,-0.04135,올리패스,-0.05075
2154,20250225,226950,-0.023,0.029,-0.049,0.013,460,99,721686,358741,341310,5681,5081,43700,0.039,0.105,0.023,19,7,526210,257479,268731,4584,5181,49,95530,46850,0.081,0.05,683,151230,50700,0.08218,684,151300,51500,0.09925,319,121030,49900,0.0651,올릭스,0.08218
2153,20250225,210120,-0.24,-0.102,-0.283,-0.225,158,10,2246310,1215087,846855,4104,4754,2875,-0.023,-0.023,-0.082,0,22,134473,100449,34024,359,196,248,113500,2740,0.064,0.05,699,153000,2800,0.0219,699,153000,2800,0.0219,699,153000,2800,0.0219,캔버스엔,0.0219
2152,20250225,199480,-0.002,0.239,-0.006,0.146,642,0,8228712,4073334,3825739,25369,27900,5900,-0.027,0.034,-0.036,30,7,470414,230045,240369,1587,1718,11,93630,5920,0.072,0.05,699,153000,5720,-0.03378,699,153000,5720,-0.03378,318,121000,5680,-0.04054,뱅크웨어글로벌,-0.03378
2151,20250225,159010,-0.021,0.04,-0.023,0.036,557,0,24324,12679,11229,237,287,5410,-0.03,0.031,-0.03,16,0,3277,1161,1773,22,30,6,93400,5450,0.063,0.05,495,133830,5180,-0.04954,699,153000,5130,-0.05872,487,133430,5230,-0.04037,아스플로,-0.04954
2150,20250225,105550,0,0.054,0,0.035,60,0,1080529,0,6974,0,33,5110,-0.067,-0.01,-0.081,6,49,639598,404209,235389,1102,796,47,95430,4885,0.078,0.05,699,153000,4830,-0.01126,699,153000,4830,-0.01126,699,153000,4830,-0.01126,엣지파운드리,-0.01126
2149,20250225,104200,-0.007,0.012,-0.025,0.003,381,16,76446,47993,21277,236,223,2970,0.184,0.263,0.177,17,1,2084027,1018238,1041892,8367,10003,281,115130,3605,0.063,0.05,323,121230,3420,-0.05132,324,121300,3385,-0.06103,323,121230,3460,-0.04022,NHN벅스,-0.05132
2148,20250225,101360,-0.021,0.047,-0.026,0.023,163,0,451882,229015,210534,3384,3735,29550,0.064,0.073,0,1,41,251357,165552,85805,2245,1735,123,103230,30800,0.073,0.05,699,153000,30150,-0.0211,699,153000,30150,-0.0211,699,153000,30150,-0.0211,에코앤드림,-0.0211
2147,20250225,054180,0.185,0.296,0.185,0.296,5,5,1154892,590022,377189,627,171,280,0.221,0.257,0.121,0,9,3638846,2226858,1411988,1566,1267,2,93200,337,0.072,0.05,272,114700,320,-0.05045,273,114730,317,-0.05935,270,114600,323,-0.04154,메디콕스,-0.05045
2146,20250225,044180,0,0.054,-0.004,0.039,580,0,347114,111965,226802,287,382,458,-0.004,0.044,-0.018,1,47,68689,61567,7122,71,30,235,112830,467,0.062,0.05,699,153000,463,-0.00857,699,153000,463,-0.00857,699,153000,463,-0.00857,KD,-0.00857
2145,20250225,042040,0.012,0.057,0.008,0.012,406,1,454728,225063,214345,335,456,250,0.036,0.128,0.032,15,1,1260322,564619,604415,438,556,17,93930,273,0.093,0.056,699,153000,264,-0.03297,699,153000,264,-0.03297,29,94530,261,-0.04396,케이피엠테크,-0.03297
2144,20250225,047050,-0.016,0.121,-0.017,0.073,491,0,3979723,1701934,2200868,28855,38803,49950,0.017,0.035,-0.027,3,37,441480,266436,175044,4404,3225,191,110630,50600,0.064,0.05,699,153000,50000,-0.01186,699,153000,50000,-0.01186,699,153000,50000,-0.01186,포스코인터내셔널,-0.01186
2143,20250225,023590,-0.009,-0.004,-0.01,-0.004,372,0,30484,13837,15531,315,571,19050,0.071,0.123,0.055,31,8,220990,90573,130417,1173,1597,204,111300,20900,0.065,0.05,699,153000,21100,0.00957,699,153000,21100,0.00957,699,153000,21100,0.00957,다우기술,0.00957
2142,20250224,352770,0.118,0.259,-0.082,-0.066,22,754,26394136,14322324,10770174,19650,21116,584,0.019,0.082,-0.067,13,39,3686661,2147248,1539413,2341,2169,561,141130,600,0.12,0.072,633,144730,673,0.12167,634,144800,687,0.145,633,144730,659,0.09833,클리노믹스,0.12167
2141,20250224,321370,0.008,0.066,-0.005,0.045,8,2,997120,504420,467693,1281,1563,1500,0.001,0.023,-0.04,17,33,513027,286860,226167,509,428,278,115000,1502,0.066,0.05,699,153000,1466,-0.02397,699,153000,1466,-0.02397,699,153000,1466,-0.02397,센서뷰,-0.02397
2140,20250224,288330,0.001,0.185,0.001,0.133,592,0,2739793,1163082,1499999,5573,6691,5020,-0.039,-0.034,-0.101,2,49,411444,332471,78973,1047,477,106,102400,4710,0.074,0.05,699,153000,4715,0.00106,699,153000,4715,0.00106,699,153000,4715,0.00106,브릿지바이오테라퓨틱,0.00106
2139,20250224,240600,-0,0.006,-0.082,-0.022,0,37,421076,244978,155973,1702,1493,6100,-0.026,-0.01,-0.097,6,17,67208,43711,23497,259,246,16,93900,5910,0.096,0.058,699,153000,6100,0.03215,699,153000,6100,0.03215,699,153000,6100,0.03215,유진테크놀로지,0.03215
2138,20250224,220180,0.037,0.037,-0.014,0.004,0,35,18001,5789,12029,64,61,2465,0.012,0.012,-0.047,0,13,7181,5471,1710,35,9,298,120000,2465,0.062,0.05,699,153000,2420,-0.01826,699,153000,2420,-0.01826,699,153000,2420,-0.01826,핸디소프트,-0.01826
2137,20250224,219550,-0.018,0.069,-0.045,-0.01,68,21,4218178,2242120,1858376,1892,1709,616,-0.117,-0.081,-0.153,20,1,2863954,1329143,1534811,693,731,6,93400,556,0.084,0.051,94,101800,528,-0.05036,98,102000,522,-0.06115,67,100430,533,-0.04137,디와이디,-0.05036
2136,20250224,086820,0.002,0.017,-0.055,-0.033,118,728,68440,52711,14384,604,675,28150,0.009,0.027,-0.048,3,50,12304,8630,3674,184,84,463,132230,28050,0.078,0.05,699,153000,27650,-0.01426,699,153000,27650,-0.01426,699,153000,27650,-0.01426,바이오솔루션,-0.01426
2135,20250224,064520,0.014,0.105,0.005,0.051,79,7,43379,18351,19896,221,380,2255,-0.002,0.064,-0.018,22,11,12125,3598,8243,42,54,312,120700,2330,0.084,0.05,699,153000,2360,0.01288,699,153000,2360,0.01288,699,153000,2360,0.01288,테크엘,0.01288
2134,20250224,058110,0.002,0.02,-0.005,0.002,306,20,38321,19324,17080,81,109,2015,0.069,0.117,0.047,9,30,206121,118278,87843,364,395,28,94500,2200,0.066,0.05,405,125330,2085,-0.05227,664,150300,2065,-0.06136,275,114830,2110,-0.04091,멕아이씨에스,-0.05227
2133,20250224,038530,0,0.016,-0.004,0.008,81,2,413739,288354,120089,214,281,248,0.02,0.121,0.016,7,1,2233238,1179551,1053687,636,1048,13,93730,266,0.103,0.062,428,130500,250,-0.06015,699,153000,247,-0.07143,197,110930,253,-0.04887,케이바이오,-0.06015
2132,20250224,033830,0.002,0.011,-0.009,0.002,267,161,458247,41000,28531,69,115,814,0.066,0.079,0.014,1,33,583281,425583,157698,454,369,51,95630,859,0.064,0.05,699,153000,848,-0.01281,699,153000,848,-0.01281,699,153000,848,-0.01281,티비씨,-0.01281
2131,20250224,032940,-0.011,0.299,-0.013,0.299,736,203,6596204,3178344,3095202,12901,12432,4670,-0.039,-0.025,-0.099,0,38,1032242,662143,370099,2198,1872,6,93400,4360,0.082,0.05,139,104030,4140,-0.05046,172,105700,4095,-0.06078,139,104030,4185,-0.04014,원익,-0.05046
2130,20250224,030530,-0.01,0.299,-0.031,0.299,669,89,23479800,12826764,9762728,27756,25224,4340,0.046,0.07,-0.008,7,32,6826502,3884499,2942003,11324,11090,6,93400,4465,0.079,0.05,175,105830,4240,-0.05039,208,111500,4195,-0.06047,105,102330,4285,-0.04031,원익홀딩스,-0.05039
2129,20250224,019660,0.003,0.032,-0.052,0.006,2,16,222081,120850,93382,480,455,1115,0.033,0.046,-0.027,0,36,50872,40479,10393,108,48,41,95130,1128,0.075,0.05,699,153000,1142,0.01241,699,153000,1142,0.01241,699,153000,1142,0.01241,글로본,0.01241
2128,20250224,011500,0.005,0.215,0.005,0.176,654,0,6943414,3437236,3230838,42400,43539,18600,0.049,0.064,0,5,27,1435931,899104,536827,10428,8643,68,100500,19350,0.064,0.05,699,153000,18940,-0.02119,699,153000,18940,-0.02119,699,153000,18940,-0.02119,한농화성,-0.02119
2127,20250224,011000,0,0.007,-0.012,-0.007,54,372,279915,190856,87900,375,773,2045,0.178,0.183,0.105,0,39,1477492,807590,669902,2342,2230,19,94030,2355,0.071,0.05,699,153000,2245,-0.04671,699,153000,2245,-0.04671,665,150330,2260,-0.04034,진원생명과학,-0.04671
2126,20250221,463480,1.75,1.935,1.378,1.935,760,11,56140193,29396585,24436030,331825,291976,17610,0.181,0.241,0.114,30,5,6138423,3237084,2901339,29726,31608,15,93830,21000,0.082,0.05,192,110700,19950,-0.05,203,111230,19740,-0.06,192,110700,20150,-0.04048,모티브링크,-0.05
2125,20250221,452450,-0.059,0.014,-0.122,-0.083,285,128,7952474,4548033,3197858,29396,32999,12340,-0.04,-0.003,-0.061,15,48,665618,393732,271886,2313,3214,110,102600,12020,0.061,0.05,699,153000,11770,-0.0208,699,153000,11770,-0.0208,159,105030,12620,0.04992,피아이이,-0.0208
2124,20250221,355690,0.017,0.143,0,0.116,555,1,114032,50658,54436,676,856,6460,0.074,0.127,0.057,27,9,74596,35185,39411,351,413,78,101000,7100,0.066,0.05,420,130100,7580,0.06761,421,130130,7670,0.08028,314,120800,6820,-0.03944,에이텀,0.06761
2123,20250221,347700,-0,0.017,-0.038,-0.014,7,13,252193,156940,87646,1395,900,7970,0.021,0.046,-0.018,2,32,70293,50903,19390,399,160,344,122300,8150,0.065,0.05,485,133330,7740,-0.05031,496,133900,7660,-0.06012,469,132530,7820,-0.04049,라이프시맨틱스,-0.05031
2122,20250221,317240,0.032,0.296,0.032,0.296,218,0,12619767,5257302,6345247,4225,6879,280,0.239,0.3,0.096,6,41,21421455,14439214,3912480,2400,2176,25,94330,345,0.047,0.05,511,134630,362,0.04928,655,145830,324,-0.06087,452,131700,359,0.04058,TS트릴리온,0.04928
2121,20250221,288330,0,0.012,-0.027,-0.01,5,90,281488,155886,117591,815,1070,4430,0.051,0.156,0.05,23,0,746502,297746,424542,1655,1920,179,110030,4925,0.101,0.061,699,153000,5020,0.01929,699,153000,5020,0.01929,699,153000,5020,0.01929,브릿지바이오테라퓨틱,0.01929
2120,20250221,263720,0.018,0.063,0.018,0.032,221,0,209240,94260,111152,1802,2297,18120,0.008,0.151,-0.008,44,13,350337,145513,169340,2216,2659,2,93200,19550,0.12,0.072,699,153000,18410,-0.05831,699,153000,18410,-0.05831,699,153000,18420,-0.0578,디앤씨미디어,-0.05831
2119,20250221,240600,0.142,0.255,0.045,0.091,8,599,2612493,1363892,1011873,15519,16330,6240,-0.039,-0.024,-0.082,0,27,89500,59962,29538,403,262,576,141900,5950,0.063,0.05,699,153000,6100,0.02521,699,153000,6100,0.02521,699,153000,6100,0.02521,유진테크놀로지,0.02521
2118,20250221,226950,-0,0.066,-0.083,-0.061,19,676,1187226,694685,467576,8246,11877,42250,0.028,0.04,-0.03,1,36,145524,95334,50190,1015,928,54,95800,42750,0.072,0.05,699,153000,43150,0.00936,699,153000,43150,0.00936,699,153000,43150,0.00936,올릭스,0.00936
2117,20250221,177350,-0.009,0.004,-0.014,-0.006,24,0,58732,37513,19999,105,166,900,0.014,0.101,0.007,18,1,163637,64237,78680,181,296,102,102200,958,0.094,0.056,699,153000,960,0.00209,699,153000,960,0.00209,699,153000,960,0.00209,베셀,0.00209
2116,20250221,106080,0.014,0.06,-0.01,-0.007,200,759,366054,208458,154458,915,745,1855,0.017,0.017,-0.068,0,34,89896,33551,32885,146,162,0,93100,1827,0.091,0.055,699,153000,1821,-0.00328,699,153000,1821,-0.00328,699,153000,1821,-0.00328,하이소닉,-0.00328
2115,20250221,078860,0.299,0.299,0.195,0.299,9,16,7219724,4970765,1758463,6513,5652,1983,0.12,0.195,-0.055,8,37,1609253,961225,572403,2128,1990,540,140100,2125,0.12,0.072,699,153000,2190,0.03059,699,153000,2190,0.03059,699,153000,2190,0.03059,엔에스이엔엠,0.03059
2114,20250221,054940,-0,0.005,-0.01,-0,436,91,132391,32737,36335,63,83,727,0.146,0.146,0.052,0,5,1416727,923210,493517,1030,1168,16,93900,808,0.089,0.053,699,153000,789,-0.02351,699,153000,789,-0.02351,699,153000,789,-0.02351,엑사이엔씨,-0.02351
2113,20250221,054780,0.037,0.298,0.025,0.298,82,1,3564194,1554115,1695405,13212,16764,5230,-0.023,0.002,-0.074,0,21,920188,492391,403326,2386,2335,522,135200,5100,0.082,0.05,536,135900,4840,-0.05098,545,140330,4790,-0.06078,528,135500,4895,-0.0402,키이스트,-0.05098
2112,20250221,009520,-0.018,0.111,-0.026,-0.011,124,14,4762970,2501044,2150646,24345,24369,13900,0.039,0.107,0.029,12,0,1540488,764908,737050,7230,7470,17,93930,15010,0.075,0.05,699,153000,14560,-0.02998,699,153000,14560,-0.02998,114,102800,14410,-0.03997,포스코엠텍,-0.02998
2111,20250221,460860,0.007,0.03,-0.001,0.023,226,52,156276,41249,108104,805,1242,8590,0.165,0.177,0.098,3,48,1469427,843565,625862,5222,4678,577,141930,9790,0.072,0.05,699,153000,9640,-0.01532,699,153000,9640,-0.01532,699,153000,9640,-0.01532,동국제강,-0.01532
2110,20250221,058430,-0.006,0.044,-0.024,-0.023,128,535,126170,73427,50172,1942,2261,34100,0.116,0.29,0.116,12,0,584383,295258,266485,8390,8677,3,93230,41550,0.059,0.05,124,103300,39450,-0.05054,699,153000,41400,-0.00361,76,100900,39850,-0.04091,포스코스틸리온,-0.05054
2109,20250221,022100,-0.014,0.132,-0.045,0.018,130,17,19357776,10163844,8926936,86204,91425,25150,0.058,0.107,0.038,12,0,4785286,2506700,2278586,23873,24485,13,93730,27150,0.067,0.05,699,153000,26350,-0.02947,699,153000,26350,-0.02947,104,102300,26050,-0.04052,포스코DX,-0.02947
2108,20250221,002630,0.001,0.062,-0.023,0.002,4,291,15205303,8445120,6590869,12515,13566,1620,0.07,0.076,0.009,0,24,3144588,2188326,956262,4173,3564,70,100600,1701,0.066,0.05,104,102300,1815,0.06702,699,153000,1687,-0.00823,103,102230,1792,0.0535,오리엔트바이오,0.06702
2107,20250220,419530,0,0.058,-0.098,-0.048,25,657,816235,418438,367882,4595,4573,22800,0.05,0.061,-0.013,0,38,125020,78907,46113,744,541,0,93100,23600,0.076,0.05,560,141100,25400,0.07627,560,141100,25750,0.0911,19,94030,22650,-0.04025,SAMG엔터,0.07627
2106,20250220,393210,0.013,0.095,-0.02,0.043,396,49,7754463,4068958,3577644,27359,32935,6280,0.061,0.207,0.061,17,0,6375576,3244328,2923971,19518,21036,8,93500,7300,0.11,0.066,269,114530,6820,-0.06575,284,115300,6720,-0.07945,259,114030,6910,-0.05342,토마토시스템,-0.06575
2105,20250220,373170,-0.009,-0.005,-0.045,-0.019,1,657,33172,19756,10535,358,409,8240,0.016,0.064,0.002,22,50,17580,7389,10191,156,284,621,144130,8580,0.062,0.05,699,153000,8710,0.01515,699,153000,8710,0.01515,699,153000,8710,0.01515,엠아이큐브솔루션,0.01515
2104,20250220,352770,0.151,0.3,0.038,0.3,663,5,22370080,11251612,10617357,21320,29375,481,0.083,0.264,0.06,36,0,9053254,4739292,3913380,5113,5771,1,93130,578,0.073,0.05,510,134600,622,0.07612,699,153000,625,0.08131,465,132330,613,0.06055,클리노믹스,0.07612
2103,20250220,317240,0,0.008,-0.122,-0.118,1,758,4690689,2989232,1563551,750,1419,216,0.134,0.153,0.06,8,3,2829806,1163305,1552741,1648,2605,116,102900,242,0.087,0.052,134,103800,264,0.09091,134,103800,268,0.10744,134,103800,260,0.07438,TS트릴리온,0.09091
2102,20250220,307870,-0,0.05,-0.018,-0.013,0,77,104667,70956,32311,220,122,1066,-0.019,-0.019,-0.088,0,31,155184,117183,38001,141,95,197,110930,1025,0.076,0.05,699,153000,1048,0.02244,699,153000,1048,0.02244,699,153000,1048,0.02244,비투엔,0.02244
2101,20250220,276040,0.025,0.025,-0.167,-0.163,0,755,180453,120909,45635,1156,648,3905,0.037,0.084,0.022,17,2,52329,29056,23273,262,220,189,110530,4140,0.061,0.05,691,151630,4395,0.06159,699,153000,4365,0.05435,690,151600,4345,0.04952,스코넥,0.06159
2100,20250220,246690,-0.008,0.248,-0.043,0.113,708,8,31178711,15574265,13905025,35033,37515,1380,0.051,0.064,-0.015,0,27,1639557,1099223,540334,2994,2581,3,93230,1421,0.08,0.05,253,113730,1536,0.08093,255,113830,1559,0.09711,75,100830,1364,-0.04011,TS인베스트먼트,0.08093
2099,20250220,222980,0.006,0.299,-0.004,0.299,665,30,3568459,1846928,1534725,8639,8678,4520,0.04,0.076,-0.049,1,50,734018,519187,214831,3778,3517,180,110100,4605,0.12,0.072,188,110500,4270,-0.07275,257,113930,4205,-0.08686,184,110300,4335,-0.05863,한국맥널티,-0.07275
2098,20250220,194480,-0,0.121,-0.032,0.082,564,6,451177,187253,249194,10171,7164,34300,0.092,0.093,0.026,0,31,145875,75668,70207,1643,1214,70,100600,36500,0.065,0.05,699,153000,36250,-0.00685,699,153000,36250,-0.00685,699,153000,36250,-0.00685,데브시스터즈,-0.00685
2097,20250220,166090,0.023,0.099,0.01,0.029,9,0,701154,352896,334453,9099,18086,34200,0.003,0.032,-0.028,27,49,76401,40763,35638,839,510,99,102030,34450,0.062,0.05,699,153000,33400,-0.03048,699,153000,33400,-0.03048,699,153000,33400,-0.03048,하나머티리얼즈,-0.03048
2096,20250220,104620,0.002,0.02,0.002,0.019,81,0,46736,15016,30885,174,231,4900,0.018,0.078,0.016,24,0,97387,51774,45613,503,561,71,100630,5140,0.06,0.05,699,153000,5120,-0.00389,699,153000,5120,-0.00389,699,153000,5120,-0.00389,노랑풍선,-0.00389
2095,20250220,046390,-0.002,0.009,-0.014,-0.011,34,400,108409,82838,23055,150,210,1240,0.084,0.186,0.076,13,0,2157884,956913,1139474,2443,3060,0,93100,1431,0.102,0.061,699,153000,1411,-0.01398,699,153000,1411,-0.01398,437,130930,1361,-0.04892,삼화네트웍스,-0.01398
2094,20250220,032800,-0.008,0.006,-0.008,-0.002,119,0,100111,57798,41570,154,223,505,0.01,0.107,0.002,36,1,432534,151517,230880,312,421,0,93100,539,0.105,0.063,118,103000,597,0.10761,118,103000,608,0.12801,110,102600,585,0.08534,판타지오,0.10761
2093,20250220,025900,0.001,0.299,0.001,0.299,547,0,2311842,1241033,1034955,11663,11039,10820,0.117,0.177,0.075,18,42,1327140,708781,618359,9628,10296,169,105530,12230,0.095,0.057,213,111730,13400,0.09567,548,140500,13630,0.11447,201,111130,13170,0.07686,동화기업,0.09567
2092,20250220,101140,0.081,0.283,0.081,0.134,15,5,484006,252428,195427,3692,3419,6690,-0.019,-0.019,-0.076,0,47,13934,9222,4712,196,137,119,103030,6420,0.061,0.05,699,153000,6120,-0.04673,699,153000,6120,-0.04673,377,123930,6160,-0.0405,인바이오젠,-0.04673
2091,20250220,077970,0,0.002,-0.05,-0.035,0,300,918986,582082,304835,6718,5225,28950,-0.038,-0.033,-0.088,2,49,294299,203693,90606,1510,1110,377,123930,27400,0.061,0.05,699,153000,26750,-0.02372,699,153000,26750,-0.02372,699,153000,26750,-0.02372,STX엔진,-0.02372
2090,20250220,003350,0.003,0.013,-0.006,0.013,35,189,27176,11658,14965,444,488,45600,0.088,0.171,0.068,4,24,169060,88173,80887,2129,2305,8,93500,50900,0.097,0.058,490,133600,47900,-0.05894,699,153000,49750,-0.02259,480,133100,48500,-0.04715,한국화장품제조,-0.05894
2089,20250220,002630,-0.002,0.122,-0.025,0.105,753,209,11159015,4479424,6174996,6971,9843,1617,0.057,0.062,-0.006,0,14,4122177,2264298,1857879,3225,3102,285,115330,1673,0.069,0.05,699,153000,1620,-0.03168,699,153000,1620,-0.03168,699,153000,1620,-0.03168,오리엔트바이오,-0.03168
2088,20250219,356860,0.018,0.048,-0.021,-0,123,32,1995249,945952,832106,8457,9429,21950,0.039,0.114,0.032,6,0,1217420,545286,672134,7311,7931,14,93800,23800,0.079,0.05,109,102530,22600,-0.05042,366,123400,22350,-0.06092,77,100930,22800,-0.04202,티엘비,-0.05042
2087,20250219,352770,0.035,0.298,0.014,0.298,142,0,15911038,8284604,7483872,11342,12809,370,0.097,0.222,0.07,13,0,5832685,3140885,2691800,3756,4205,22,94200,428,0.115,0.069,91,101630,478,0.11682,699,153000,481,0.12383,40,95100,468,0.09346,클리노믹스,0.11682
2086,20250219,290690,-0.284,0.034,-0.284,-0.055,156,4,44833982,18272555,17521922,37469,44798,3175,-0.003,0.019,-0.071,1,27,1820073,1209660,610413,2713,2328,66,100400,3130,0.097,0.058,699,153000,2960,-0.05431,699,153000,2960,-0.05431,675,150830,2980,-0.04792,소룩스,-0.05431
2085,20250219,210120,-0.014,-0.001,-0.049,-0.043,210,703,102014,70603,27529,310,398,4580,-0.032,-0.032,-0.144,0,39,78909,42343,22706,218,159,121,103130,4235,0.12,0.072,454,131800,3925,-0.0732,457,131930,3865,-0.08737,419,130030,3990,-0.05785,캔버스엔,-0.0732
